Ticket ID,Equipment ID,Material ID,Material Name,Material Type,Material Group,Priority,Client ID,Client Name,Contract Type,Plant Code,Request Date,Approved Date,Billable,Returnable
13216,10005415,LREGAS00001,Refrigerant Gas R 22,ZRAW,GAS,2,KOSTT00001,STT Global Data Centres India P Ltd,S4( Visit Charges ),IN09,10-02-2020 17:19,12-02-2020 09:43,No,No
13388,10011447,LREGAS00003,Refrigerant Gas R 407 C,ZRAW,GAS,2,HY24700001,24/7 Customer Pvt Ltd  (Unit II),S2( AMC - Non-Comprehensive ),IN10,10-02-2020 18:54,18-02-2020 16:03,No,Yes
13420,10007043,LREGAS00001,Refrigerant Gas R 22,ZRAW,GAS,2,BASTT00001,STT Global Data Centres India P Ltd,S3( AMC - Comprehensive incl. Consumables ),IN11,10-02-2020 19:07,11-02-2020 18:15,No,No
13417,10011291,AELFAN00010,Axial Fan AKSE 500 ( Outdoor ),ZRAW,FAN,2,BAAER00001,Aeronautical Development Establishment Defence R&D Organisation,S4( Visit Charges ),IN11,10-02-2020 20:29,11-02-2020 18:15,No,Yes
13447,10003875,LMEOTH00002,V-BELT,ZRAW,OTH,2,PUBNY00001,Bny Mellon International Oprations India Pvt. Ltd,S1( AMC  Comprehensive ),IN03,11-02-2020 05:10,11-02-2020 14:42,No,Yes
13357,10002844,AELSWG00032,Contactor 25 Amps,ZRAW,SWG,2,MUIBM00002,IBM India Pvt. Ltd. Rbi Belapur,S4( Visit Charges ),IN02,11-02-2020 09:58,11-02-2020 09:59,No,Yes
13451,10017333,LREGAS00003,Refrigerant Gas R 407 C,ZRAW,GAS,2,CHBNP00003,BNP Paribas India Solutions Pvt. Ltd,S1( AMC  Comprehensive ),IN12,11-02-2020 09:59,12-02-2020 16:39,Yes,No
13451,10017333,AELFAN00011,Axial Fan A4E 500 ( Outdoor ),ZRAW,FAN,2,CHBNP00003,BNP Paribas India Solutions Pvt. Ltd,S1( AMC  Comprehensive ),IN12,11-02-2020 10:01,12-02-2020 16:39,No,Yes
13449,10010358,AREOTH00001,Filter Drier SZ165 42132 Danfoss Make,ZRAW,OTH,2,CHBNP00001,Bnp Paribas India Solutions Pvt Ltd,S1( AMC  Comprehensive ),IN12,11-02-2020 10:04,12-02-2020 16:40,No,Yes
13453,10002849,LREGAS00001,Refrigerant Gas R 22,ZRAW,GAS,2,MUIBM00001,IBM India Pvt. Ltd.,S4( Visit Charges ),IN02,11-02-2020 10:24,11-02-2020 10:24,No,Yes
13450,10010603,LREGAS00003,Refrigerant Gas R 407 C,ZRAW,GAS,2,CHLAR00001,Larsen & Tourbro Ltd - Construction,S1( AMC  Comprehensive ),IN12,11-02-2020 10:27,26-02-2020 19:28,No,Yes
13458,10014835,AELSWG00052,SMPS NES 15 24,ZRAW,SWG,2,MUTRA00006,Trafigura Global Solutions,S1( AMC  Comprehensive ),IN02,11-02-2020 12:34,11-02-2020 12:37,No,Yes
13339,10007575,LREGAS00003,Refrigerant Gas R 407 C,ZRAW,GAS,2,BAMIN00003,Mindteck (India) Limited,S4( Visit Charges ),IN11,11-02-2020 13:41,11-02-2020 18:15,Yes,No
12474,10007009,AREOTH00001,Filter Drier SZ165 42132 Danfoss Make,ZRAW,OTH,2,BASTT00001,STT Global Data Centres India P Ltd,S3( AMC - Comprehensive incl. Consumables ),IN11,11-02-2020 16:43,11-02-2020 18:15,No,Yes
13097,10007042,LREGAS00001,Refrigerant Gas R 22,ZRAW,GAS,2,BASTT00001,STT Global Data Centres India P Ltd,S3( AMC - Comprehensive incl. Consumables ),IN11,11-02-2020 16:52,11-02-2020 18:16,No,No
13462,10004150,AECCTR00006,Controller ( Display ) C6000,ZRAW,CTR,2,PUJLL00002,Jones Lang Lasalle Property Consultants (India) Pvt Ltd,S1( AMC  Comprehensive ),IN03,11-02-2020 17:32,11-02-2020 18:14,No,Yes
13464,10011685,AELFAN00011,Axial Fan A4E 500 ( Outdoor ),ZRAW,FAN,2,HYCTR00002,CtrlS Datacenters Ltd,S1( AMC  Comprehensive ),IN10,11-02-2020 17:58,12-02-2020 09:55,No,Yes
11505,10004076,AELFAN00011,Axial Fan A4E 500 ( Outdoor ),ZRAW,FAN,2,PUQLO00001,Qlogic (India) Pvt Ltd,S1( AMC  Comprehensive ),IN03,11-02-2020 18:38,11-02-2020 18:40,No,Yes
13387,10013508,LREGAS00003,Refrigerant Gas R 407 C,ZRAW,GAS,2,BAJON00004,Jones Lang LaSalle Property Consultants (India) Pvt Ltd,S4( Visit Charges ),IN11,12-02-2020 09:49,15-02-2020 11:42,No,No
12985,10002830,LREGAS00003,Refrigerant Gas R 407 C,ZRAW,GAS,2,MUIBM00003,IBM India Pvt. Ltd. Rbi Nagpur,S4( Visit Charges ),IN02,12-02-2020 12:13,12-02-2020 13:00,No,Yes
12985,10002830,AREOTH00003,"Filter Drier 5/8"" Dry all make",ZRAW,OTH,2,MUIBM00003,IBM India Pvt. Ltd. Rbi Nagpur,S4( Visit Charges ),IN02,12-02-2020 12:14,12-02-2020 12:59,No,Yes
12650,10005953,AELFAN00011,Axial Fan A4E 500 ( Outdoor ),ZRAW,FAN,2,MUJIO00003,Reliance Jio Infocomm Ltd,S1( AMC  Comprehensive ),IN02,12-02-2020 12:46,12-02-2020 12:59,No,Yes
13476,10002415,AREOTH00006,LP KP1 1 Pressure Switch,ZRAW,OTH,2,MUNAT00001,National Stock Exchange Of India Ltd,S3( AMC - Comprehensive incl. Consumables ),IN02,12-02-2020 15:36,12-02-2020 15:37,No,Yes
13373,10009518,AECCTR00007,I / O Board C 7000,ZRAW,CTR,2,PNJIO00001,Reliance Jio Infocomm Ltd,S1( AMC  Comprehensive ),IN05,13-02-2020 22:22,19-02-2020 19:42,No,Yes
13374,10009518,AECCTR00007,I / O Board C 7000,ZRAW,CTR,2,PNJIO00001,Reliance Jio Infocomm Ltd,S1( AMC  Comprehensive ),IN05,13-02-2020 22:23,19-02-2020 19:41,No,Yes
13503,10009253,AREOTH00011,Pressure Switch KP 5 Auto (R407),ZRAW,OTH,2,NOIIT00001,Indian Institute of Technology,S1( AMC  Comprehensive ),IN07,13-02-2020 22:37,15-07-2020 10:15,No,Yes
13486,10003023,AELFAN00010,Axial Fan AKSE 500 ( Outdoor ),ZRAW,FAN,2,MUJIO00015,Reliance Jio Infocomm Ltd,S1( AMC  Comprehensive ),IN02,14-02-2020 08:45,15-02-2020 13:59,No,Yes
13510,10005164,AECCTR00007,I / O Board C 7000,ZRAW,CTR,2,NOMED00002,Mediatek India Technology P Ltd,S4( Visit Charges ),IN07,14-02-2020 09:34,17-02-2020 19:03,No,Yes
12974,10017047,LREGAS00001,Refrigerant Gas R 22,ZRAW,GAS,2,BAMPH00004,Mphasis Limited,S4( Visit Charges ),IN11,14-02-2020 09:52,15-02-2020 11:43,No,No
13460,10015422,AECSEN00013,Sensor TH Blue PCB (CW),ZRAW,SEN,2,HYDEV00002,Devbhumi Realtors Pvt Ltd,S1( AMC  Comprehensive ),IN10,14-02-2020 10:06,14-02-2020 10:24,No,Yes
13474,10006571,AREOTH00003,"Filter Drier 5/8"" Dry all make",ZRAW,OTH,2,BAHBA00001,HBAP India,S4( Visit Charges ),IN11,14-02-2020 10:08,15-02-2020 11:43,No,Yes
13474,10006571,LREGAS00001,Refrigerant Gas R 22,ZRAW,GAS,2,BAHBA00001,HBAP India,S4( Visit Charges ),IN11,14-02-2020 10:09,15-02-2020 11:47,No,No
12891,10003872,LREGAS00001,Refrigerant Gas R 22,ZRAW,GAS,2,PUJLL00002,Jones Lang Lasalle Property Consultants (India) Pvt Ltd,S1( AMC  Comprehensive ),IN03,14-02-2020 10:09,14-02-2020 15:00,No,Yes
707,10003872,LREGAS00001,Refrigerant Gas R 22,ZRAW,GAS,2,PUJLL00002,Jones Lang Lasalle Property Consultants (India) Pvt Ltd,S1( AMC  Comprehensive ),IN03,14-02-2020 10:10,14-02-2020 14:51,No,No
13493,10003406,LREGAS00001,Refrigerant Gas R 22,ZRAW,GAS,2,MUIDC00003,Reliance IDC Ltd,S4( Visit Charges ),IN02,14-02-2020 10:45,14-02-2020 11:56,No,Yes
12002,10003379,LREGAS00001,Refrigerant Gas R 22,ZRAW,GAS,2,MUIDC00003,Reliance IDC Ltd,S4( Visit Charges ),IN02,14-02-2020 10:48,14-02-2020 11:58,No,Yes
13471,10007011,AELSWG00033,Contactor 32 Amps,ZRAW,SWG,2,BASTT00001,STT Global Data Centres India P Ltd,S3( AMC - Comprehensive incl. Consumables ),IN11,14-02-2020 11:23,15-02-2020 11:44,No,Yes
13517,10002410,LREOTH00003,POE Oil,ZRAW,OTH,2,MUNAT00001,National Stock Exchange Of India Ltd,S3( AMC - Comprehensive incl. Consumables ),IN02,14-02-2020 11:24,14-02-2020 12:12,No,Yes
13515,10004991,LMEOTH00002,V-BELT,ZRAW,OTH,2,BASYM00003,Symbol technologies India Pvt Ltd,S4( Visit Charges ),IN11,14-02-2020 11:31,15-02-2020 11:47,No,Yes
13518,10002418,ARECOM00014,Compressor ZR 160 KCE,ZRAW,COM,2,MUNAT00001,National Stock Exchange Of India Ltd,S3( AMC - Comprehensive incl. Consumables ),IN02,14-02-2020 11:32,14-02-2020 12:11,No,Yes
13518,10002418,LREGAS00001,Refrigerant Gas R 22,ZRAW,GAS,2,MUNAT00001,National Stock Exchange Of India Ltd,S3( AMC - Comprehensive incl. Consumables ),IN02,14-02-2020 11:33,14-02-2020 12:12,No,Yes
13525,10003381,ARECOM00015,Compressor ZR 190 KCE,ZRAW,COM,2,MUIDC00003,Reliance IDC Ltd,S4( Visit Charges ),IN02,14-02-2020 12:57,15-02-2020 13:58,No,Yes
13528,10005221,AELFAN00010,Axial Fan AKSE 500 ( Outdoor ),ZRAW,FAN,2,NOJIO00002,Reliance Jio Infocomm Ltd,S1( AMC  Comprehensive ),IN07,14-02-2020 13:35,19-02-2020 19:38,No,Yes
13465,10006717,AECCTR00041,Group Controller System,ZRAW,CTR,2,BAWIP00002,Wipro Ltd EC Camp;us 4,S1( AMC  Comprehensive ),IN11,14-02-2020 15:19,15-02-2020 11:47,No,Yes
13512,10005274,AREOTH00001,Filter Drier SZ165 42132 Danfoss Make,ZRAW,OTH,2,PUZEN00001,Zensar Technologies Limited,S4( Visit Charges ),IN03,14-02-2020 15:21,14-02-2020 16:53,No,No
13526,10005208,AELFAN00010,Axial Fan AKSE 500 ( Outdoor ),ZRAW,FAN,2,NOLOH00001,Lohia Corp Limited,S1( AMC  Comprehensive ),IN07,14-02-2020 15:34,29-02-2020 19:22,No,Yes
13537,10016561,AECCTR00004,I/O Board C6000,ZRAW,CTR,2,HYFRA00001,Franklin Templeton International Services (India) Pvt Ltd,S2( AMC - Non-Comprehensive ),IN10,14-02-2020 16:55,14-02-2020 16:59,No,Yes
13540,10006571,LREGAS00001,Refrigerant Gas R 22,ZRAW,GAS,2,BAHBA00001,HBAP India,S4( Visit Charges ),IN11,14-02-2020 17:11,15-02-2020 11:47,No,No
13543,10008893,AREOTH00003,"Filter Drier 5/8"" Dry all make",ZRAW,OTH,2,BATIM00001,Timken Engineering And Research India Pvt Ltd,S1( AMC  Comprehensive ),IN11,14-02-2020 18:29,15-02-2020 11:48,No,Yes
13542,10008386,LREGAS00004,Refrigerant Gas R 410,ZRAW,GAS,2,BAWIP00002,Wipro Ltd EC Camp;us 4,S1( AMC  Comprehensive ),IN11,14-02-2020 22:28,15-02-2020 11:48,No,No
13529,10006719,LREGAS00004,Refrigerant Gas R 410,ZRAW,GAS,2,BAWIP00002,Wipro Ltd EC Camp;us 4,S1( AMC  Comprehensive ),IN11,14-02-2020 22:29,15-02-2020 11:48,No,No
13525,10003381,LREGAS00001,Refrigerant Gas R 22,ZRAW,GAS,2,MUIDC00003,Reliance IDC Ltd,S4( Visit Charges ),IN02,15-02-2020 08:45,15-02-2020 13:58,No,Yes
13551,10005251,LREGAS00003,Refrigerant Gas R 407 C,ZRAW,GAS,2,NONEW00001,News Nation Network Pvt Ltd,S1( AMC  Comprehensive ),IN07,15-02-2020 11:55,22-02-2020 17:46,Yes,No
13552,10011450,AREOTH00032,Ball Valve 5/8,ZRAW,OTH,2,HY24700001,24/7 Customer Pvt Ltd  (Unit II),S2( AMC - Non-Comprehensive ),IN10,15-02-2020 12:22,15-02-2020 12:48,No,Yes
13552,10011450,AREOTH00033,Ball Valve 7/8,ZRAW,OTH,2,HY24700001,24/7 Customer Pvt Ltd  (Unit II),S2( AMC - Non-Comprehensive ),IN10,15-02-2020 12:22,15-02-2020 12:48,No,Yes
13552,10011450,LREGAS00003,Refrigerant Gas R 407 C,ZRAW,GAS,2,HY24700001,24/7 Customer Pvt Ltd  (Unit II),S2( AMC - Non-Comprehensive ),IN10,15-02-2020 13:13,05-03-2020 15:40,Yes,No
13550,10014633,AECSEN00010,DiffrentialPressure Transmitter Thrmokon,ZRAW,SEN,2,HYDEV00002,Devbhumi Realtors Pvt Ltd,S1( AMC  Comprehensive ),IN10,15-02-2020 15:36,15-02-2020 18:46,No,No
12948,10002878,LREGAS00001,Refrigerant Gas R 22,ZRAW,GAS,2,MUNET00002,Netmagic IT Services Pvt Ltd,S3( AMC - Comprehensive incl. Consumables ),IN02,15-02-2020 15:51,08-08-2020 14:18,No,Yes
13558,10005886,LREGAS00001,Refrigerant Gas R 22,ZRAW,GAS,2,MUIDC00003,Reliance IDC Ltd,S4( Visit Charges ),IN02,15-02-2020 16:43,17-02-2020 11:32,No,Yes
13558,10005886,AREOTH00003,"Filter Drier 5/8"" Dry all make",ZRAW,OTH,2,MUIDC00003,Reliance IDC Ltd,S4( Visit Charges ),IN02,15-02-2020 16:44,17-02-2020 11:32,No,Yes
13525,10003381,AREOTH00003,"Filter Drier 5/8"" Dry all make",ZRAW,OTH,2,MUIDC00003,Reliance IDC Ltd,S4( Visit Charges ),IN02,15-02-2020 16:45,15-02-2020 16:58,No,Yes
13508,10013522,AECCTR00015,EDIO C 7000,ZRAW,CTR,2,NOJIO00001,Reliance Jio Infocomm Ltd C/o. Aditya Dang,S1( AMC  Comprehensive ),IN07,15-02-2020 18:19,19-02-2020 19:37,No,Yes
13237,10005250,LREGAS00003,Refrigerant Gas R 407 C,ZRAW,GAS,2,NONEW00001,News Nation Network Pvt Ltd,S1( AMC  Comprehensive ),IN07,16-02-2020 09:32,22-02-2020 17:45,Yes,No
12625,10013485,CPIGAS00001,DA Gas Cyli,ZCNS,GAS,2,ORMIN00001,Mindtree Limited (Co-Developer),S1( AMC  Comprehensive ),IN09,16-02-2020 15:52,17-02-2020 10:09,No,No
12625,10013485,CPIGAS00002,Nitrogen Gas Cylinder,ZCNS,GAS,2,ORMIN00001,Mindtree Limited (Co-Developer),S1( AMC  Comprehensive ),IN09,16-02-2020 15:53,17-02-2020 10:09,No,No
12625,10013485,CPIGAS00003,Oxygen Gas Cylinder,ZCNS,GAS,2,ORMIN00001,Mindtree Limited (Co-Developer),S1( AMC  Comprehensive ),IN09,16-02-2020 15:54,17-02-2020 10:09,No,No
12625,10013485,LREGAS00003,Refrigerant Gas R 407 C,ZRAW,GAS,2,ORMIN00001,Mindtree Limited (Co-Developer),S1( AMC  Comprehensive ),IN09,16-02-2020 15:55,17-02-2020 10:11,Yes,No
13518,10002418,AREOTH00033,Ball Valve 7/8,ZRAW,OTH,2,MUNAT00001,National Stock Exchange Of India Ltd,S3( AMC - Comprehensive incl. Consumables ),IN02,17-02-2020 10:20,17-02-2020 10:30,No,Yes
13571,10002881,AREOTH00001,Filter Drier SZ165 42132 Danfoss Make,ZRAW,OTH,2,MUNET00002,Netmagic IT Services Pvt Ltd,S3( AMC - Comprehensive incl. Consumables ),IN02,17-02-2020 10:49,17-02-2020 11:03,No,Yes
13570,10013620,AREOTH00001,Filter Drier SZ165 42132 Danfoss Make,ZRAW,OTH,2,MUNET00005,Net Magic IT Services Pvt Ltd,S3( AMC - Comprehensive incl. Consumables ),IN02,17-02-2020 10:49,17-02-2020 11:03,No,Yes
13518,10002418,AELFAN00011,Axial Fan A4E 500 ( Outdoor ),ZRAW,FAN,2,MUNAT00001,National Stock Exchange Of India Ltd,S3( AMC - Comprehensive incl. Consumables ),IN02,17-02-2020 10:51,17-02-2020 10:53,No,Yes
13518,10002418,AREOTH00003,"Filter Drier 5/8"" Dry all make",ZRAW,OTH,2,MUNAT00001,National Stock Exchange Of India Ltd,S3( AMC - Comprehensive incl. Consumables ),IN02,17-02-2020 10:52,17-02-2020 10:54,No,Yes
13565,10006107,AREOTH00032,Ball Valve 5/8,ZRAW,OTH,2,NOSTE00001,Steria India Ltd,S1( AMC  Comprehensive ),IN07,17-02-2020 15:02,19-02-2020 19:24,No,Yes
13580,10005197,AELFAN00004,EC Fan R3G 500 (Indoor ),ZRAW,FAN,2,NOMER00001,Mercer India Pvt Ltd,S1( AMC  Comprehensive ),IN07,17-02-2020 15:33,17-02-2020 15:50,No,Yes
13564,10004883,AREOTH00033,Ball Valve 7/8,ZRAW,OTH,2,GUIBM00006,IBM India Pvt. Ltd.,S4( Visit Charges ),IN06,17-02-2020 15:36,24-02-2020 10:52,No,Yes
13326,10004586,LREGAS00003,Refrigerant Gas R 407 C,ZRAW,GAS,2,DESTT00002,STT Global Data Centres India P Ltd,S1( AMC  Comprehensive ),IN05,17-02-2020 15:40,17-02-2020 15:51,No,No
13566,10011432,AREOTH00003,"Filter Drier 5/8"" Dry all make",ZRAW,OTH,2,HYHYU00001,Hyundai Motor India Engineering Pvt Ltd,S1( AMC  Comprehensive ),IN10,17-02-2020 15:50,18-02-2020 13:41,No,Yes
13521,10003931,AREOTH00050,Expansion Valve TGEZ 11,ZRAW,OTH,2,ASJIO00005,Reliance Jio Infocomm Ltd,S1( AMC  Comprehensive ),IN09,17-02-2020 17:12,29-05-2021 14:19,No,Yes
13521,10003931,CPIGAS00001,DA Gas Cyli,ZCNS,GAS,2,ASJIO00005,Reliance Jio Infocomm Ltd,S1( AMC  Comprehensive ),IN09,17-02-2020 17:13,18-02-2020 15:06,No,No
13521,10003931,CPIGAS00003,Oxygen Gas Cylinder,ZCNS,GAS,2,ASJIO00005,Reliance Jio Infocomm Ltd,S1( AMC  Comprehensive ),IN09,17-02-2020 17:14,18-02-2020 15:06,No,No
13564,10004883,LREGAS00003,Refrigerant Gas R 407 C,ZRAW,GAS,2,GUIBM00006,IBM India Pvt. Ltd.,S4( Visit Charges ),IN06,17-02-2020 17:22,30-07-2020 10:05,No,No
13524,10003932,AREOTH00040,Charging Valve & Pin 1/4,ZRAW,OTH,2,ASJIO00005,Reliance Jio Infocomm Ltd,S1( AMC  Comprehensive ),IN09,17-02-2020 17:28,29-05-2021 14:19,No,No
13520,10005359,AELSWG00042,Relay Voltage Control,ZRAW,SWG,2,KODOO00001,Prasar  Bharti Doordarshan Kendra,S1( AMC  Comprehensive ),IN09,17-02-2020 18:28,18-02-2020 15:05,No,Yes
13475,10017047,LREGAS00001,Refrigerant Gas R 22,ZRAW,GAS,2,BAMPH00004,Mphasis Limited,S4( Visit Charges ),IN11,17-02-2020 19:08,19-02-2020 17:03,No,No
13554,10012971,ARECOM00001,Compressor ZR 108 KCE,ZRAW,COM,2,CHSPI00001,SPI Technologies India Pvt Ltd,S1( AMC  Comprehensive ),IN12,17-02-2020 19:55,19-02-2020 10:06,No,Yes
13554,10012971,AREOTH00005,HP KP5 2 Pressure Switch,ZRAW,OTH,2,CHSPI00001,SPI Technologies India Pvt Ltd,S1( AMC  Comprehensive ),IN12,17-02-2020 19:55,19-02-2020 10:06,No,Yes
13554,10012971,AREOTH00006,LP KP1 1 Pressure Switch,ZRAW,OTH,2,CHSPI00001,SPI Technologies India Pvt Ltd,S1( AMC  Comprehensive ),IN12,17-02-2020 19:56,19-02-2020 10:06,No,Yes
13554,10012971,AREOTH00053,Expansion Valve TGEN 7,ZRAW,OTH,2,CHSPI00001,SPI Technologies India Pvt Ltd,S1( AMC  Comprehensive ),IN12,17-02-2020 19:57,19-02-2020 10:06,No,Yes
13554,10012971,AREOTH00059,Vibration Abs 7/8,ZRAW,OTH,2,CHSPI00001,SPI Technologies India Pvt Ltd,S1( AMC  Comprehensive ),IN12,17-02-2020 19:58,19-02-2020 10:05,No,Yes
13554,10012971,LREGAS00003,Refrigerant Gas R 407 C,ZRAW,GAS,2,CHSPI00001,SPI Technologies India Pvt Ltd,S1( AMC  Comprehensive ),IN12,17-02-2020 19:59,19-02-2020 10:05,No,Yes
13544,10008465,ARECOM00002,Compressor ZR 125 KCE,ZRAW,COM,2,BAACC00007,Accenture Services Pvt Ltd,S4( Visit Charges ),IN11,18-02-2020 09:48,19-02-2020 17:04,No,Yes
13586,10005020,AREOTH00001,Filter Drier SZ165 42132 Danfoss Make,ZRAW,OTH,2,GUTCS00001,Tata Consultancy Services Ltd,S1( AMC  Comprehensive ),IN06,18-02-2020 10:13,19-02-2020 19:44,No,Yes
13594,10012185,LREGAS00003,Refrigerant Gas R 407 C,ZRAW,GAS,2,MUTCS00007,Tata Consultancy Services Ltd,S3( AMC - Comprehensive incl. Consumables ),IN02,18-02-2020 10:15,19-02-2020 09:45,No,Yes
13598,10009521,LREGAS00003,Refrigerant Gas R 407 C,ZRAW,GAS,2,BAJIO00007,Reliance Jio Infocomm Ltd,S1( AMC  Comprehensive ),IN11,18-02-2020 12:31,19-02-2020 17:04,No,No
13578,10007019,AREOTH00063,Expansion Valve TGEZ 15,ZRAW,OTH,2,BASTT00001,STT Global Data Centres India P Ltd,S4( Visit Charges ),IN11,18-02-2020 12:32,19-02-2020 17:04,No,Yes
13575,10007015,AELFAN00010,Axial Fan AKSE 500 ( Outdoor ),ZRAW,FAN,2,BASTT00001,STT Global Data Centres India P Ltd,S3( AMC - Comprehensive incl. Consumables ),IN11,18-02-2020 12:33,19-02-2020 17:04,No,Yes
13421,10018006,AELSWG00059,SMPS :- SE-600-48 for r3g400,ZRAW,SWG,2,BACON00013,Concept Consillo India Pvt Ltd,S1( AMC  Comprehensive ),IN11,18-02-2020 12:45,19-02-2020 17:05,No,Yes
13600,10003412,ARECOM00015,Compressor ZR 190 KCE,ZRAW,COM,2,MUIDC00003,Reliance IDC Ltd,S4( Visit Charges ),IN02,18-02-2020 13:35,19-02-2020 10:13,No,Yes
13600,10003412,AREOTH00032,Ball Valve 5/8,ZRAW,OTH,2,MUIDC00003,Reliance IDC Ltd,S4( Visit Charges ),IN02,18-02-2020 13:36,19-02-2020 10:13,No,Yes
13602,10004976,AREOTH00061,Vibration 1 3/8,ZRAW,OTH,2,HYOBJ00001,Object Technology Solutions India Pvt Ltd,S1( AMC  Comprehensive ),IN10,18-02-2020 13:42,18-02-2020 14:56,No,Yes
13576,10005416,LREGAS00001,Refrigerant Gas R 22,ZRAW,GAS,2,KOSTT00001,STT Global Data Centres India P Ltd,S4( Visit Charges ),IN09,18-02-2020 17:15,03-03-2020 10:15,No,No
13429,10014630,AECSEN00010,DiffrentialPressure Transmitter Thrmokon,ZRAW,SEN,2,HYDEV00002,Devbhumi Realtors Pvt Ltd,S1( AMC  Comprehensive ),IN10,18-02-2020 18:11,18-02-2020 18:31,No,No
13430,10014759,AECSEN00010,DiffrentialPressure Transmitter Thrmokon,ZRAW,SEN,2,HYDEV00002,Devbhumi Realtors Pvt Ltd,S1( AMC  Comprehensive ),IN10,18-02-2020 18:12,18-02-2020 18:30,No,No
13431,10014757,AECSEN00010,DiffrentialPressure Transmitter Thrmokon,ZRAW,SEN,2,HYDEV00002,Devbhumi Realtors Pvt Ltd,S1( AMC  Comprehensive ),IN10,18-02-2020 18:12,18-02-2020 18:30,No,No
13432,10015387,AECSEN00010,DiffrentialPressure Transmitter Thrmokon,ZRAW,SEN,2,HYDEV00002,Devbhumi Realtors Pvt Ltd,S1( AMC  Comprehensive ),IN10,18-02-2020 18:13,18-02-2020 18:30,No,No
13433,10014857,AECSEN00010,DiffrentialPressure Transmitter Thrmokon,ZRAW,SEN,2,HYDEV00002,Devbhumi Realtors Pvt Ltd,S1( AMC  Comprehensive ),IN10,18-02-2020 18:13,18-02-2020 18:30,No,No
13434,10014758,AECSEN00010,DiffrentialPressure Transmitter Thrmokon,ZRAW,SEN,2,HYDEV00002,Devbhumi Realtors Pvt Ltd,S1( AMC  Comprehensive ),IN10,18-02-2020 18:14,18-02-2020 18:30,No,No
13435,10015388,AECSEN00010,DiffrentialPressure Transmitter Thrmokon,ZRAW,SEN,2,HYDEV00002,Devbhumi Realtors Pvt Ltd,S1( AMC  Comprehensive ),IN10,18-02-2020 18:15,18-02-2020 18:30,No,No
13436,10014761,AECSEN00010,DiffrentialPressure Transmitter Thrmokon,ZRAW,SEN,2,HYDEV00002,Devbhumi Realtors Pvt Ltd,S1( AMC  Comprehensive ),IN10,18-02-2020 18:15,18-02-2020 18:29,No,No
13437,10014855,AECSEN00010,DiffrentialPressure Transmitter Thrmokon,ZRAW,SEN,2,HYDEV00002,Devbhumi Realtors Pvt Ltd,S1( AMC  Comprehensive ),IN10,18-02-2020 18:15,18-02-2020 18:29,No,No
13438,10014856,AECSEN00010,DiffrentialPressure Transmitter Thrmokon,ZRAW,SEN,2,HYDEV00002,Devbhumi Realtors Pvt Ltd,S1( AMC  Comprehensive ),IN10,18-02-2020 18:16,18-02-2020 18:29,No,No
13439,10014858,AECSEN00010,DiffrentialPressure Transmitter Thrmokon,ZRAW,SEN,2,HYDEV00002,Devbhumi Realtors Pvt Ltd,S1( AMC  Comprehensive ),IN10,18-02-2020 18:16,18-02-2020 18:29,No,No
13440,10014632,AECSEN00010,DiffrentialPressure Transmitter Thrmokon,ZRAW,SEN,2,HYDEV00002,Devbhumi Realtors Pvt Ltd,S1( AMC  Comprehensive ),IN10,18-02-2020 18:17,18-02-2020 18:28,No,No
13441,10014762,AECSEN00010,DiffrentialPressure Transmitter Thrmokon,ZRAW,SEN,2,HYDEV00002,Devbhumi Realtors Pvt Ltd,S1( AMC  Comprehensive ),IN10,18-02-2020 18:17,18-02-2020 18:28,No,No
13442,10014760,AECSEN00010,DiffrentialPressure Transmitter Thrmokon,ZRAW,SEN,2,HYDEV00002,Devbhumi Realtors Pvt Ltd,S1( AMC  Comprehensive ),IN10,18-02-2020 18:18,18-02-2020 18:28,No,No
13443,10015423,AECSEN00010,DiffrentialPressure Transmitter Thrmokon,ZRAW,SEN,2,HYDEV00002,Devbhumi Realtors Pvt Ltd,S1( AMC  Comprehensive ),IN10,18-02-2020 18:21,18-02-2020 18:28,No,No
13444,10015286,AECSEN00010,DiffrentialPressure Transmitter Thrmokon,ZRAW,SEN,2,HYDEV00002,Devbhumi Realtors Pvt Ltd,S1( AMC  Comprehensive ),IN10,18-02-2020 18:21,18-02-2020 18:28,No,No
13445,10015287,AECSEN00010,DiffrentialPressure Transmitter Thrmokon,ZRAW,SEN,2,HYDEV00002,Devbhumi Realtors Pvt Ltd,S1( AMC  Comprehensive ),IN10,18-02-2020 18:23,18-02-2020 18:27,No,No
13609,10013498,AELFAN00011,Axial Fan A4E 500 ( Outdoor ),ZRAW,FAN,2,BAVMW00002,Vmware Software India Pvt Ltd,S4( Visit Charges ),IN11,18-02-2020 20:50,19-02-2020 17:05,No,Yes
13615,10005437,AREOTH00011,Pressure Switch KP 5 Auto (R407),ZRAW,OTH,2,GUSAP00001,Sapient Consulting Pvt. Ltd,S1( AMC  Comprehensive ),IN06,18-02-2020 21:52,19-02-2020 19:46,No,Yes
13599,10017098,AECCTR00009,Advance Terminal C 7000,ZRAW,CTR,2,BASPA00003,Space Matrix Design Consultants P Ltd,S1( AMC  Comprehensive ),IN11,19-02-2020 09:50,19-02-2020 17:05,No,Yes
13306,10008415,LREGAS00001,Refrigerant Gas R 22,ZRAW,GAS,2,BAIBM00004,IBM India Pvt. Ltd.,S4( Visit Charges ),IN11,19-02-2020 09:56,19-02-2020 17:05,No,No
